TIME_PERIOD;GEO;AGE;SEX;OBS_STATUS;OBS_VALUE
2022-W02;CH063;Y80T84;T;P;2
2022-W02;CH063;Y80T84;F;P;2
2022-W02;CH063;Y85T89;T;P;5
2022-W02;CH063;Y85T89;F;P;2
2022-W02;CH063;Y85T89;M;P;3
2022-W02;CH063;Y_GE90;T;P;14
2022-W02;CH063;Y_GE90;F;P;7
2022-W02;CH063;Y_GE90;M;P;7
2022-W02;CH064;_T;T;P;5
2022-W02;CH064;_T;F;P;2
2022-W02;CH064;_T;M;P;3
2022-W02;CH064;Y70T74;T;P;1
2022-W02;CH064;Y70T74;M;P;1
2022-W02;CH064;Y75T79;T;P;2
2022-W02;CH064;Y75T79;F;P;1
2022-W02;CH064;Y75T79;M;P;1
2022-W02;CH064;Y80T84;T;P;1
2022-W02;CH064;Y80T84;F;P;1
2022-W02;CH064;Y85T89;T;P;1
2022-W02;CH064;Y85T89;M;P;1
2022-W02;CH065;_T;T;P;6
2022-W02;CH065;_T;F;P;3
2022-W02;CH065;_T;M;P;3
2022-W02;CH065;Y55T59;T;P;1
2022-W02;CH065;Y55T59;F;P;1
2022-W02;CH065;Y65T69;T;P;1
2022-W02;CH065;Y65T69;M;P;1
2022-W02;CH065;Y80T84;T;P;1
2022-W02;CH065;Y80T84;M;P;1
2022-W02;CH065;Y85T89;T;P;1
2022-W02;CH065;Y85T89;F;P;1
2022-W02;CH065;Y_GE90;T;P;2
2022-W02;CH065;Y_GE90;F;P;1
2022-W02;CH065;Y_GE90;M;P;1
2022-W02;CH066;_T;T;P;18
2022-W02;CH066;_T;F;P;11
2022-W02;CH066;_T;M;P;7
2022-W02;CH066;Y40T44;T;P;1
2022-W02;CH066;Y40T44;M;P;1
2022-W02;CH066;Y50T54;T;P;2
2022-W02;CH066;Y50T54;F;P;1
2022-W02;CH066;Y50T54;M;P;1
2022-W02;CH066;Y55T59;T;P;1
2022-W02;CH066;Y55T59;F;P;1
2022-W02;CH066;Y70T74;T;P;3
2022-W02;CH066;Y70T74;F;P;1
2022-W02;CH066;Y70T74;M;P;2
2022-W02;CH066;Y75T79;T;P;2
2022-W02;CH066;Y75T79;F;P;2
2022-W02;CH066;Y80T84;T;P;2
2022-W02;CH066;Y80T84;M;P;2
2022-W02;CH066;Y85T89;T;P;2
2022-W02;CH066;Y85T89;F;P;2
2022-W02;CH066;Y_GE90;T;P;5
2022-W02;CH066;Y_GE90;F;P;4
2022-W02;CH066;Y_GE90;M;P;1
2022-W02;CH070;_T;T;P;55
2022-W02;CH070;_T;F;P;27
2022-W02;CH070;_T;M;P;28
2022-W02;CH070;Y0T4;T;P;1
2022-W02;CH070;Y0T4;M;P;1
2022-W02;CH070;Y45T49;T;P;1
2022-W02;CH070;Y45T49;M;P;1
2022-W02;CH070;Y50T54;T;P;1
2022-W02;CH070;Y50T54;M;P;1
2022-W02;CH070;Y60T64;T;P;3
2022-W02;CH070;Y60T64;F;P;2
2022-W02;CH070;Y60T64;M;P;1
2022-W02;CH070;Y65T69;T;P;3
2022-W02;CH070;Y65T69;F;P;1
2022-W02;CH070;Y65T69;M;P;2
2022-W02;CH070;Y70T74;T;P;3
2022-W02;CH070;Y70T74;M;P;3
2022-W02;CH070;Y75T79;T;P;9
2022-W02;CH070;Y75T79;F;P;2
2022-W02;CH070;Y75T79;M;P;7
2022-W02;CH070;Y80T84;T;P;8
2022-W02;CH070;Y80T84;F;P;3
2022-W02;CH070;Y80T84;M;P;5
2022-W02;CH070;Y85T89;T;P;9
2022-W02;CH070;Y85T89;F;P;6
2022-W02;CH070;Y85T89;M;P;3
2022-W02;CH070;Y_GE90;T;P;17
2022-W02;CH070;Y_GE90;F;P;13
2022-W02;CH070;Y_GE90;M;P;4
2022-W03;CH;_T;T;P;1344
2022-W03;CH;_T;F;P;693
2022-W03;CH;_T;M;P;651
2022-W03;CH;Y0T4;T;P;4
2022-W03;CH;Y0T4;F;P;1
2022-W03;CH;Y0T4;M;P;3
2022-W03;CH;Y15T19;T;P;1
2022-W03;CH;Y15T19;F;P;1
2022-W03;CH;Y20T24;T;P;3
2022-W03;CH;Y20T24;F;P;1
2022-W03;CH;Y20T24;M;P;2
2022-W03;CH;Y25T29;T;P;2
2022-W03;CH;Y25T29;F;P;1
2022-W03;CH;Y25T29;M;P;1
2022-W03;CH;Y30T34;T;P;2
2022-W03;CH;Y30T34;F;P;1
2022-W03;CH;Y30T34;M;P;1
2022-W03;CH;Y35T39;T;P;4
2022-W03;CH;Y35T39;F;P;2
2022-W03;CH;Y35T39;M;P;2
2022-W03;CH;Y40T44;T;P;5
2022-W03;CH;Y40T44;F;P;5
2022-W03;CH;Y45T49;T;P;10
2022-W03;CH;Y45T49;F;P;5
2022-W03;CH;Y45T49;M;P;5
2022-W03;CH;Y50T54;T;P;21
2022-W03;CH;Y50T54;F;P;11
2022-W03;CH;Y50T54;M;P;10
2022-W03;CH;Y55T59;T;P;29
2022-W03;CH;Y55T59;F;P;11
2022-W03;CH;Y55T59;M;P;18
2022-W03;CH;Y60T64;T;P;61
2022-W03;CH;Y60T64;F;P;17
2022-W03;CH;Y60T64;M;P;44
2022-W03;CH;Y65T69;T;P;82
2022-W03;CH;Y65T69;F;P;26
2022-W03;CH;Y65T69;M;P;56
2022-W03;CH;Y70T74;T;P;108
2022-W03;CH;Y70T74;F;P;47
2022-W03;CH;Y70T74;M;P;61
2022-W03;CH;Y75T79;T;P;143
2022-W03;CH;Y75T79;F;P;63
2022-W03;CH;Y75T79;M;P;80
2022-W03;CH;Y80T84;T;P;208
2022-W03;CH;Y80T84;F;P;98
2022-W03;CH;Y80T84;M;P;110
2022-W03;CH;Y85T89;T;P;243
2022-W03;CH;Y85T89;F;P;137
2022-W03;CH;Y85T89;M;P;106
2022-W03;CH;Y_GE90;T;P;418
2022-W03;CH;Y_GE90;F;P;266
2022-W03;CH;Y_GE90;M;P;152
2022-W03;CH011;_T;T;P;116
2022-W03;CH011;_T;F;P;58
2022-W03;CH011;_T;M;P;58
2022-W03;CH011;Y35T39;T;P;1
2022-W03;CH011;Y35T39;M;P;1
2022-W03;CH011;Y45T49;T;P;2
2022-W03;CH011;Y45T49;M;P;2
2022-W03;CH011;Y50T54;T;P;1
2022-W03;CH011;Y50T54;M;P;1
2022-W03;CH011;Y55T59;T;P;4
2022-W03;CH011;Y55T59;F;P;1
2022-W03;CH011;Y55T59;M;P;3
2022-W03;CH011;Y60T64;T;P;7
2022-W03;CH011;Y60T64;M;P;7
2022-W03;CH011;Y65T69;T;P;4
2022-W03;CH011;Y65T69;F;P;2
2022-W03;CH011;Y65T69;M;P;2
2022-W03;CH011;Y70T74;T;P;6
2022-W03;CH011;Y70T74;F;P;2
2022-W03;CH011;Y70T74;M;P;4
2022-W03;CH011;Y75T79;T;P;11
2022-W03;CH011;Y75T79;F;P;4
2022-W03;CH011;Y75T79;M;P;7
2022-W03;CH011;Y80T84;T;P;13
2022-W03;CH011;Y80T84;F;P;8
2022-W03;CH011;Y80T84;M;P;5
2022-W03;CH011;Y85T89;T;P;25
2022-W03;CH011;Y85T89;F;P;14
2022-W03;CH011;Y85T89;M;P;11
2022-W03;CH011;Y_GE90;T;P;42
2022-W03;CH011;Y_GE90;F;P;27
2022-W03;CH011;Y_GE90;M;P;15
2022-W03;CH012;_T;T;P;63
2022-W03;CH012;_T;F;P;31
2022-W03;CH012;_T;M;P;32
2022-W03;CH012;Y30T34;T;P;1
2022-W03;CH012;Y30T34;M;P;1
2022-W03;CH012;Y40T44;T;P;1
2022-W03;CH012;Y40T44;F;P;1
2022-W03;CH012;Y60T64;T;P;2
2022-W03;CH012;Y60T64;M;P;2
2022-W03;CH012;Y65T69;T;P;1
2022-W03;CH012;Y65T69;M;P;1
2022-W03;CH012;Y70T74;T;P;10
2022-W03;CH012;Y70T74;F;P;4
2022-W03;CH012;Y70T74;M;P;6
2022-W03;CH012;Y75T79;T;P;5
2022-W03;CH012;Y75T79;F;P;3
2022-W03;CH012;Y75T79;M;P;2
2022-W03;CH012;Y80T84;T;P;8
2022-W03;CH012;Y80T84;F;P;4
2022-W03;CH012;Y80T84;M;P;4
2022-W03;CH012;Y85T89;T;P;16
2022-W03;CH012;Y85T89;F;P;8
2022-W03;CH012;Y85T89;M;P;8
2022-W03;CH012;Y_GE90;T;P;19
2022-W03;CH012;Y_GE90;F;P;11
2022-W03;CH012;Y_GE90;M;P;8
2022-W03;CH013;_T;T;P;70
2022-W03;CH013;_T;F;P;37
2022-W03;CH013;_T;M;P;33
2022-W03;CH013;Y40T44;T;P;1
2022-W03;CH013;Y40T44;F;P;1
2022-W03;CH013;Y45T49;T;P;1
2022-W03;CH013;Y45T49;F;P;1
2022-W03;CH013;Y50T54;T;P;1
2022-W03;CH013;Y50T54;M;P;1
2022-W03;CH013;Y55T59;T;P;2
2022-W03;CH013;Y55T59;F;P;1
2022-W03;CH013;Y55T59;M;P;1
2022-W03;CH013;Y60T64;T;P;2
2022-W03;CH013;Y60T64;M;P;2
2022-W03;CH013;Y65T69;T;P;8
2022-W03;CH013;Y65T69;F;P;3
2022-W03;CH013;Y65T69;M;P;5
2022-W03;CH013;Y70T74;T;P;4
2022-W03;CH013;Y70T74;F;P;2
2022-W03;CH013;Y70T74;M;P;2
2022-W03;CH013;Y75T79;T;P;2
2022-W03;CH013;Y75T79;F;P;2
2022-W03;CH013;Y80T84;T;P;9
2022-W03;CH013;Y80T84;F;P;5
2022-W03;CH013;Y80T84;M;P;4
2022-W03;CH013;Y85T89;T;P;16
2022-W03;CH013;Y85T89;F;P;7
2022-W03;CH013;Y85T89;M;P;9
2022-W03;CH013;Y_GE90;T;P;24
2022-W03;CH013;Y_GE90;F;P;15
2022-W03;CH013;Y_GE90;M;P;9
2022-W03;CH021;_T;T;P;196
2022-W03;CH021;_T;F;P;104
2022-W03;CH021;_T;M;P;92
2022-W03;CH021;Y0T4;T;P;1
2022-W03;CH021;Y0T4;M;P;1
2022-W03;CH021;Y30T34;T;P;1
2022-W03;CH021;Y30T34;F;P;1
2022-W03;CH021;Y45T49;T;P;1
2022-W03;CH021;Y45T49;F;P;1
2022-W03;CH021;Y50T54;T;P;5
2022-W03;CH021;Y50T54;F;P;3
2022-W03;CH021;Y50T54;M;P;2
2022-W03;CH021;Y55T59;T;P;7
2022-W03;CH021;Y55T59;F;P;1
2022-W03;CH021;Y55T59;M;P;6
2022-W03;CH021;Y60T64;T;P;10
2022-W03;CH021;Y60T64;F;P;6
2022-W03;CH021;Y60T64;M;P;4
2022-W03;CH021;Y65T69;T;P;10
2022-W03;CH021;Y65T69;F;P;1
2022-W03;CH021;Y65T69;M;P;9
2022-W03;CH021;Y70T74;T;P;12
2022-W03;CH021;Y70T74;F;P;5
2022-W03;CH021;Y70T74;M;P;7
2022-W03;CH021;Y75T79;T;P;27
2022-W03;CH021;Y75T79;F;P;12
2022-W03;CH021;Y75T79;M;P;15
2022-W03;CH021;Y80T84;T;P;37
2022-W03;CH021;Y80T84;F;P;16
2022-W03;CH021;Y80T84;M;P;21
2022-W03;CH021;Y85T89;T;P;37
2022-W03;CH021;Y85T89;F;P;25
2022-W03;CH021;Y85T89;M;P;12
2022-W03;CH021;Y_GE90;T;P;48
2022-W03;CH021;Y_GE90;F;P;33
2022-W03;CH021;Y_GE90;M;P;15
2022-W03;CH022;_T;T;P;55
2022-W03;CH022;_T;F;P;30
2022-W03;CH022;_T;M;P;25
2022-W03;CH022;Y0T4;T;P;1
2022-W03;CH022;Y0T4;M;P;1
2022-W03;CH022;Y40T44;T;P;1
2022-W03;CH022;Y40T44;F;P;1
2022-W03;CH022;Y55T59;T;P;1
2022-W03;CH022;Y55T59;F;P;1
2022-W03;CH022;Y60T64;T;P;3
2022-W03;CH022;Y60T64;F;P;1
2022-W03;CH022;Y60T64;M;P;2
2022-W03;CH022;Y65T69;T;P;2
2022-W03;CH022;Y65T69;F;P;2
2022-W03;CH022;Y70T74;T;P;4
2022-W03;CH022;Y70T74;F;P;1
2022-W03;CH022;Y70T74;M;P;3
2022-W03;CH022;Y75T79;T;P;6
2022-W03;CH022;Y75T79;F;P;4
2022-W03;CH022;Y75T79;M;P;2
2022-W03;CH022;Y80T84;T;P;6
2022-W03;CH022;Y80T84;F;P;4
2022-W03;CH022;Y80T84;M;P;2
2022-W03;CH022;Y85T89;T;P;13
2022-W03;CH022;Y85T89;F;P;6
2022-W03;CH022;Y85T89;M;P;7
2022-W03;CH022;Y_GE90;T;P;18
2022-W03;CH022;Y_GE90;F;P;10
2022-W03;CH022;Y_GE90;M;P;8
2022-W03;CH023;_T;T;P;38
2022-W03;CH023;_T;F;P;13
2022-W03;CH023;_T;M;P;25
2022-W03;CH023;Y0T4;T;P;1
2022-W03;CH023;Y0T4;M;P;1
2022-W03;CH023;Y35T39;T;P;1
2022-W03;CH023;Y35T39;M;P;1
2022-W03;CH023;Y50T54;T;P;1
2022-W03;CH023;Y50T54;F;P;1
2022-W03;CH023;Y55T59;T;P;4
2022-W03;CH023;Y55T59;F;P;1
2022-W03;CH023;Y55T59;M;P;3
2022-W03;CH023;Y60T64;T;P;1
2022-W03;CH023;Y60T64;M;P;1
2022-W03;CH023;Y65T69;T;P;3
2022-W03;CH023;Y65T69;M;P;3
2022-W03;CH023;Y70T74;T;P;4
2022-W03;CH023;Y70T74;M;P;4
2022-W03;CH023;Y75T79;T;P;3
2022-W03;CH023;Y75T79;F;P;2
2022-W03;CH023;Y75T79;M;P;1
2022-W03;CH023;Y80T84;T;P;7
2022-W03;CH023;Y80T84;F;P;1
2022-W03;CH023;Y80T84;M;P;6
2022-W03;CH023;Y85T89;T;P;4
2022-W03;CH023;Y85T89;F;P;3
2022-W03;CH023;Y85T89;M;P;1
2022-W03;CH023;Y_GE90;T;P;9
2022-W03;CH023;Y_GE90;F;P;5
2022-W03;CH023;Y_GE90;M;P;4
2022-W03;CH024;_T;T;P;35
2022-W03;CH024;_T;F;P;14
2022-W03;CH024;_T;M;P;21
2022-W03;CH024;Y20T24;T;P;1
2022-W03;CH024;Y20T24;F;P;1
2022-W03;CH024;Y55T59;T;P;1
2022-W03;CH024;Y55T59;M;P;1
2022-W03;CH024;Y60T64;T;P;1
2022-W03;CH024;Y60T64;M;P;1
2022-W03;CH024;Y65T69;T;P;3
2022-W03;CH024;Y65T69;F;P;1
2022-W03;CH024;Y65T69;M;P;2
2022-W03;CH024;Y70T74;T;P;3
2022-W03;CH024;Y70T74;F;P;2
2022-W03;CH024;Y70T74;M;P;1
2022-W03;CH024;Y75T79;T;P;5
2022-W03;CH024;Y75T79;F;P;1
2022-W03;CH024;Y75T79;M;P;4
2022-W03;CH024;Y80T84;T;P;3
2022-W03;CH024;Y80T84;F;P;1
2022-W03;CH024;Y80T84;M;P;2
2022-W03;CH024;Y85T89;T;P;8
2022-W03;CH024;Y85T89;F;P;4
2022-W03;CH024;Y85T89;M;P;4
2022-W03;CH024;Y_GE90;T;P;10
2022-W03;CH024;Y_GE90;F;P;4
2022-W03;CH024;Y_GE90;M;P;6
2022-W03;CH025;_T;T;P;14
2022-W03;CH025;_T;F;P;9
2022-W03;CH025;_T;M;P;5
2022-W03;CH025;Y55T59;T;P;2
2022-W03;CH025;Y55T59;F;P;2
2022-W03;CH025;Y60T64;T;P;3
2022-W03;CH025;Y60T64;F;P;1
2022-W03;CH025;Y60T64;M;P;2
2022-W03;CH025;Y65T69;T;P;1
2022-W03;CH025;Y65T69;F;P;1
2022-W03;CH025;Y80T84;T;P;1
2022-W03;CH025;Y80T84;F;P;1
2022-W03;CH025;Y85T89;T;P;4
2022-W03;CH025;Y85T89;F;P;3
2022-W03;CH025;Y85T89;M;P;1
2022-W03;CH025;Y_GE90;T;P;3
2022-W03;CH025;Y_GE90;F;P;1
2022-W03;CH025;Y_GE90;M;P;2
2022-W03;CH031;_T;T;P;34
2022-W03;CH031;_T;F;P;17
2022-W03;CH031;_T;M;P;17
2022-W03;CH031;Y55T59;T;P;1
2022-W03;CH031;Y55T59;F;P;1
2022-W03;CH031;Y65T69;T;P;4
2022-W03;CH031;Y65T69;F;P;1
2022-W03;CH031;Y65T69;M;P;3
2022-W03;CH031;Y70T74;T;P;3
2022-W03;CH031;Y70T74;F;P;2
2022-W03;CH031;Y70T74;M;P;1
2022-W03;CH031;Y75T79;T;P;3
2022-W03;CH031;Y75T79;M;P;3
2022-W03;CH031;Y80T84;T;P;2
2022-W03;CH031;Y80T84;F;P;1
2022-W03;CH031;Y80T84;M;P;1
2022-W03;CH031;Y85T89;T;P;8
2022-W03;CH031;Y85T89;F;P;4
2022-W03;CH031;Y85T89;M;P;4
2022-W03;CH031;Y_GE90;T;P;13
2022-W03;CH031;Y_GE90;F;P;8
2022-W03;CH031;Y_GE90;M;P;5
2022-W03;CH032;_T;T;P;41
2022-W03;CH032;_T;F;P;21
2022-W03;CH032;_T;M;P;20
2022-W03;CH032;Y65T69;T;P;2
2022-W03;CH032;Y65T69;F;P;1
2022-W03;CH032;Y65T69;M;P;1
2022-W03;CH032;Y70T74;T;P;3
2022-W03;CH032;Y70T74;M;P;3
2022-W03;CH032;Y75T79;T;P;5
2022-W03;CH032;Y75T79;F;P;3
2022-W03;CH032;Y75T79;M;P;2
2022-W03;CH032;Y80T84;T;P;8
2022-W03;CH032;Y80T84;F;P;2
2022-W03;CH032;Y80T84;M;P;6
2022-W03;CH032;Y85T89;T;P;6
2022-W03;CH032;Y85T89;F;P;3
2022-W03;CH032;Y85T89;M;P;3
2022-W03;CH032;Y_GE90;T;P;17
2022-W03;CH032;Y_GE90;F;P;12
2022-W03;CH032;Y_GE90;M;P;5
2022-W03;CH033;_T;T;P;95
2022-W03;CH033;_T;F;P;43
2022-W03;CH033;_T;M;P;52
2022-W03;CH033;Y20T24;T;P;1
2022-W03;CH033;Y20T24;M;P;1
2022-W03;CH033;Y25T29;T;P;1
2022-W03;CH033;Y25T29;M;P;1
2022-W03;CH033;Y35T39;T;P;1
2022-W03;CH033;Y35T39;F;P;1
2022-W03;CH033;Y45T49;T;P;1
2022-W03;CH033;Y45T49;M;P;1
2022-W03;CH033;Y60T64;T;P;3
2022-W03;CH033;Y60T64;M;P;3
2022-W03;CH033;Y65T69;T;P;10
2022-W03;CH033;Y65T69;F;P;3
2022-W03;CH033;Y65T69;M;P;7
2022-W03;CH033;Y70T74;T;P;9
2022-W03;CH033;Y70T74;F;P;5
2022-W03;CH033;Y70T74;M;P;4
2022-W03;CH033;Y75T79;T;P;7
2022-W03;CH033;Y75T79;F;P;2
2022-W03;CH033;Y75T79;M;P;5
2022-W03;CH033;Y80T84;T;P;14
2022-W03;CH033;Y80T84;F;P;6
2022-W03;CH033;Y80T84;M;P;8
2022-W03;CH033;Y85T89;T;P;15
2022-W03;CH033;Y85T89;F;P;7
2022-W03;CH033;Y85T89;M;P;8
2022-W03;CH033;Y_GE90;T;P;33
2022-W03;CH033;Y_GE90;F;P;19
2022-W03;CH033;Y_GE90;M;P;14
2022-W03;CH040;_T;T;P;214
2022-W03;CH040;_T;F;P;118
2022-W03;CH040;_T;M;P;96
2022-W03;CH040;Y15T19;T;P;1
2022-W03;CH040;Y15T19;F;P;1
2022-W03;CH040;Y45T49;T;P;3
2022-W03;CH040;Y45T49;F;P;3
2022-W03;CH040;Y50T54;T;P;5
2022-W03;CH040;Y50T54;F;P;2
2022-W03;CH040;Y50T54;M;P;3
2022-W03;CH040;Y55T59;T;P;7
2022-W03;CH040;Y55T59;F;P;3
2022-W03;CH040;Y55T59;M;P;4
2022-W03;CH040;Y60T64;T;P;10
2022-W03;CH040;Y60T64;F;P;1
2022-W03;CH040;Y60T64;M;P;9
2022-W03;CH040;Y65T69;T;P;13
2022-W03;CH040;Y65T69;F;P;4
2022-W03;CH040;Y65T69;M;P;9
2022-W03;CH040;Y70T74;T;P;16
2022-W03;CH040;Y70T74;F;P;8
2022-W03;CH040;Y70T74;M;P;8
2022-W03;CH040;Y75T79;T;P;26
2022-W03;CH040;Y75T79;F;P;11
2022-W03;CH040;Y75T79;M;P;15
2022-W03;CH040;Y80T84;T;P;37
2022-W03;CH040;Y80T84;F;P;20
2022-W03;CH040;Y80T84;M;P;17
2022-W03;CH040;Y85T89;T;P;31
2022-W03;CH040;Y85T89;F;P;21
2022-W03;CH040;Y85T89;M;P;10
2022-W03;CH040;Y_GE90;T;P;65
2022-W03;CH040;Y_GE90;F;P;44
2022-W03;CH040;Y_GE90;M;P;21
2022-W03;CH051;_T;T;P;9
2022-W03;CH051;_T;F;P;5
2022-W03;CH051;_T;M;P;4
2022-W03;CH051;Y50T54;T;P;1
2022-W03;CH051;Y50T54;F;P;1
2022-W03;CH051;Y70T74;T;P;2
2022-W03;CH051;Y70T74;F;P;2
2022-W03;CH051;Y75T79;T;P;3
2022-W03;CH051;Y75T79;F;P;1
2022-W03;CH051;Y75T79;M;P;2
2022-W03;CH051;Y80T84;T;P;1
2022-W03;CH051;Y80T84;M;P;1
2022-W03;CH051;Y_GE90;T;P;2
2022-W03;CH051;Y_GE90;F;P;1
2022-W03;CH051;Y_GE90;M;P;1
2022-W03;CH052;_T;T;P;12
2022-W03;CH052;_T;F;P;6
2022-W03;CH052;_T;M;P;6
2022-W03;CH052;Y65T69;T;P;2
2022-W03;CH052;Y65T69;M;P;2
2022-W03;CH052;Y75T79;T;P;2
2022-W03;CH052;Y75T79;F;P;2
2022-W03;CH052;Y80T84;T;P;2
2022-W03;CH052;Y80T84;F;P;1
2022-W03;CH052;Y80T84;M;P;1
2022-W03;CH052;Y_GE90;T;P;6
2022-W03;CH052;Y_GE90;F;P;3
2022-W03;CH052;Y_GE90;M;P;3
2022-W03;CH053;_T;T;P;7
2022-W03;CH053;_T;F;P;2
2022-W03;CH053;_T;M;P;5
2022-W03;CH053;Y65T69;T;P;1
2022-W03;CH053;Y65T69;M;P;1
2022-W03;CH053;Y75T79;T;P;1
2022-W03;CH053;Y75T79;M;P;1
2022-W03;CH053;Y80T84;T;P;3
2022-W03;CH053;Y80T84;F;P;2
2022-W03;CH053;Y80T84;M;P;1
2022-W03;CH053;Y85T89;T;P;2
2022-W03;CH053;Y85T89;M;P;2
2022-W03;CH054;_T;T;P;1
2022-W03;CH054;_T;F;P;1
2022-W03;CH054;Y_GE90;T;P;1
2022-W03;CH054;Y_GE90;F;P;1
2022-W03;CH055;_T;T;P;64
2022-W03;CH055;_T;F;P;34
2022-W03;CH055;_T;M;P;30
2022-W03;CH055;Y60T64;T;P;3
2022-W03;CH055;Y60T64;M;P;3
2022-W03;CH055;Y65T69;T;P;4
2022-W03;CH055;Y65T69;F;P;1
2022-W03;CH055;Y65T69;M;P;3
2022-W03;CH055;Y70T74;T;P;6
2022-W03;CH055;Y70T74;F;P;2
2022-W03;CH055;Y70T74;M;P;4
2022-W03;CH055;Y75T79;T;P;6
2022-W03;CH055;Y75T79;F;P;4
2022-W03;CH055;Y75T79;M;P;2
2022-W03;CH055;Y80T84;T;P;6
2022-W03;CH055;Y80T84;F;P;2
2022-W03;CH055;Y80T84;M;P;4
2022-W03;CH055;Y85T89;T;P;12
2022-W03;CH055;Y85T89;F;P;6
2022-W03;CH055;Y85T89;M;P;6
2022-W03;CH055;Y_GE90;T;P;27
2022-W03;CH055;Y_GE90;F;P;19
2022-W03;CH055;Y_GE90;M;P;8
2022-W03;CH056;_T;T;P;32
2022-W03;CH056;_T;F;P;20
2022-W03;CH056;_T;M;P;12
2022-W03;CH056;Y50T54;T;P;2
2022-W03;CH056;Y50T54;F;P;1
2022-W03;CH056;Y50T54;M;P;1
2022-W03;CH056;Y60T64;T;P;1
2022-W03;CH056;Y60T64;F;P;1
2022-W03;CH056;Y65T69;T;P;2
2022-W03;CH056;Y65T69;F;P;2
2022-W03;CH056;Y70T74;T;P;4
2022-W03;CH056;Y70T74;F;P;2
2022-W03;CH056;Y70T74;M;P;2
2022-W03;CH056;Y75T79;T;P;1
2022-W03;CH056;Y75T79;F;P;1
2022-W03;CH056;Y80T84;T;P;7
2022-W03;CH056;Y80T84;F;P;3
2022-W03;CH056;Y80T84;M;P;4
2022-W03;CH056;Y85T89;T;P;7
2022-W03;CH056;Y85T89;F;P;5
2022-W03;CH056;Y85T89;M;P;2
2022-W03;CH056;Y_GE90;T;P;8
2022-W03;CH056;Y_GE90;F;P;5
2022-W03;CH056;Y_GE90;M;P;3
2022-W03;CH057;_T;T;P;52
2022-W03;CH057;_T;F;P;29
2022-W03;CH057;_T;M;P;23
2022-W03;CH057;Y20T24;T;P;1
2022-W03;CH057;Y20T24;M;P;1
2022-W03;CH057;Y60T64;T;P;1
2022-W03;CH057;Y60T64;F;P;1
2022-W03;CH057;Y65T69;T;P;2
2022-W03;CH057;Y65T69;F;P;1
2022-W03;CH057;Y65T69;M;P;1
2022-W03;CH057;Y70T74;T;P;6
2022-W03;CH057;Y70T74;F;P;6
2022-W03;CH057;Y75T79;T;P;9
2022-W03;CH057;Y75T79;F;P;6
2022-W03;CH057;Y75T79;M;P;3
2022-W03;CH057;Y80T84;T;P;10
2022-W03;CH057;Y80T84;F;P;3
2022-W03;CH057;Y80T84;M;P;7
2022-W03;CH057;Y85T89;T;P;12
2022-W03;CH057;Y85T89;F;P;4
2022-W03;CH057;Y85T89;M;P;8
2022-W03;CH057;Y_GE90;T;P;11
2022-W03;CH057;Y_GE90;F;P;8
2022-W03;CH057;Y_GE90;M;P;3
2022-W03;CH061;_T;T;P;60
2022-W03;CH061;_T;F;P;29
2022-W03;CH061;_T;M;P;31
2022-W03;CH061;Y25T29;T;P;1
2022-W03;CH061;Y25T29;F;P;1
2022-W03;CH061;Y35T39;T;P;1
2022-W03;CH061;Y35T39;F;P;1
2022-W03;CH061;Y40T44;T;P;1
2022-W03;CH061;Y40T44;F;P;1
2022-W03;CH061;Y45T49;T;P;1
2022-W03;CH061;Y45T49;M;P;1
2022-W03;CH061;Y50T54;T;P;2
2022-W03;CH061;Y50T54;F;P;2
2022-W03;CH061;Y60T64;T;P;7
2022-W03;CH061;Y60T64;F;P;3
2022-W03;CH061;Y60T64;M;P;4
2022-W03;CH061;Y65T69;T;P;2
2022-W03;CH061;Y65T69;F;P;2
2022-W03;CH061;Y70T74;T;P;3
2022-W03;CH061;Y70T74;M;P;3
2022-W03;CH061;Y75T79;T;P;8
2022-W03;CH061;Y75T79;F;P;2
2022-W03;CH061;Y75T79;M;P;6
2022-W03;CH061;Y80T84;T;P;8
2022-W03;CH061;Y80T84;F;P;1
2022-W03;CH061;Y80T84;M;P;7
2022-W03;CH061;Y85T89;T;P;6
2022-W03;CH061;Y85T89;F;P;4
2022-W03;CH061;Y85T89;M;P;2
2022-W03;CH061;Y_GE90;T;P;20
2022-W03;CH061;Y_GE90;F;P;12
2022-W03;CH061;Y_GE90;M;P;8
2022-W03;CH062;_T;T;P;8
2022-W03;CH062;_T;F;P;3
2022-W03;CH062;_T;M;P;5
2022-W03;CH062;Y65T69;T;P;1
2022-W03;CH062;Y65T69;M;P;1
2022-W03;CH062;Y70T74;T;P;1
2022-W03;CH062;Y70T74;F;P;1
2022-W03;CH062;Y75T79;T;P;3
2022-W03;CH062;Y75T79;M;P;3
2022-W03;CH062;Y80T84;T;P;2
2022-W03;CH062;Y80T84;F;P;2
2022-W03;CH062;Y85T89;T;P;1
2022-W03;CH062;Y85T89;M;P;1
2022-W03;CH063;_T;T;P;24
2022-W03;CH063;_T;F;P;11
2022-W03;CH063;_T;M;P;13
2022-W03;CH063;Y60T64;T;P;3
2022-W03;CH063;Y60T64;F;P;2
2022-W03;CH063;Y60T64;M;P;1
2022-W03;CH063;Y65T69;T;P;3
2022-W03;CH063;Y65T69;F;P;1
2022-W03;CH063;Y65T69;M;P;2
2022-W03;CH063;Y70T74;T;P;4
2022-W03;CH063;Y70T74;M;P;4
